,asin,overall,vote,Category,cleanText
149,7189885,5,,Books,novel nigeria open eye politics life country abundance symbolism book begin title purple hibiscus symbolism layer discover one backdrop abusive head family violence within family symbol violence abuse government kambili brother jaja bear wrath fundamental catholic father also abuse wife mother kambili retain dignity strength teenage year come strong learn much government ordinary citizen struggle live normal love life rich poor portray equally well novel felt like author rare talent put reader inside head main character 15 year old kambili
150,B017T7FS9O,4,,Sports_and_Outdoors,water resistant put dove bag ice chest wet ice melt
151,B004H0MC5A,2,,Toys_and_Games,one button work phone week battery die already talk aa battery button battery cheap think battery cost phone worth waste money give kid old cell phone paint red black fun
152,B015EFLL3A,5,,Prime_Pantry,best cleaning product use everything bathroom kitchen outside nothing compare pair comet wash wall even need scrub streaking spray sponge nuke second sanitize sponge dish
153,B000B7K9UI,4,,Arts_Crafts_and_Sewing,work great however rotary cutter work well first couple project one spot seem dull wo cut
154,B008V1LP1S,5,8,Sports_and_Outdoors,look good pair trek pole first weeklong backpacking trip 3 knee surgery try several pole want something could fold store car pack pole fit criterion lightweight reasonably price easy use twist tighten mechanism adjustable right box easy use come large small basket use summer hiking winter show shoeing possibly ski also come carbide tip rubber tip tip easy change use rubber tip hike solid surface paved trail place mark surface desirable like national park monument use carbide tip area get little bit good perch need like snow ice pole comfortable grip nicely padded wrist strap adjustable button push release pole fold kinda small push slide pole handle inch give enough slack fold pole nice lever use loosen pole adjust 105 120 cm big guy lean quite bit week long hike hold knee still bad go hill much painful go uphill find grip wrist strap make allow transition normal hike slide hand top pole steady take pressure knee step downhill handy muddy part trail give extra stability rocky portion look forward use every hike easy extend one small folding pole variable length 105 cm 120 well padded wrist strap two type basket tip choose black diamond brand easy find replacement part great price well price product quality compare pole pole help take impact weight oz although much con light pole make carbon fiber cost go pole aluminum 6 day carry pole ready stash pack tone arm blister wrist strap way design soak sweat cause hat spot issue hand wrist
155,B010NBGC3Y,4,,Prime_Pantry,great morning treat
156,7158130,5,10,Books,book easy read pleasure read highly recommend book anyone want bring balance life demartini help see positive every situation chapter personal story example situation follow principal simple exercise get reflect life experience make valuable realization follow list positive affirmation
157,B001IKJOLW,5,,AMAZON_FASHION,fit size comfortable
158,000171287X,5,,Books,teach next generation love book grandson really enjoy book funny time child
159,B010NHCYHQ,5,2,Luxury_Beauty,strange high price point time instruction state light two hour time candle come home relax open bottle wine light candle usually two hour like around four idea candle burn two hour little strange high fragrance candle fragrance probably overpower strong light long follow instruction guess instruction timer go living room nicely fragrant flower light three hour would much although blow candle smell slowly go next couple night light candle two hour effect living room smell great final conclusion candle smell great moment fill room fragrant unique scent would expect find high end retailer fancy decorate candle last 55 hour almost month daily light want ambiance candle create give four star start realize pretty strong smell candle although price high likely worth market afford
160,B00006XXGO,3,,Clothing_Shoes_and_Jewelry,big size ten
161,B001IKJOLW,1,19,AMAZON_FASHION,less week sole rip outside shoe
162,B00J228BBM,3,,Luxury_Beauty,use month give skin bad shape swim outdoor abuse winter curious see could help clean thing certainly good moisturizer odor irritation go application cream thick absorb rather nicely skin good half recognize skin get well felt good always nice notice without prompt like lot price generally problem spend money get quality product luxury ca really justify compare normal moisturizers neutrogena normally use ca notice difference notice difference definitely consider feel good cost ratio would scale accordingly bottom line afford regularly go try mind wallet lot cheap alternative come close job
163,B00VFT4VGY,3,,Video_Games,editcame earlybox goodbroke game ragemaybe nintendo make game well yearslook gamestore first buy amazontaking long
164,1048767,2,9,Books,play produce four time wonderful describe come year shakespeare discover sexuality discover perhaps live shadow friend marlowe inventiveness poetry mushroom low rating come low level scholarship associate addition careful work david arden second series discard introduction frothy gossipy editing text bad basis play mankind expulsion garden eden woudhuysen must understand play well eliminate costard joke gardon remuneration condense idea punishment throw garden two word woudhuysen go think third folio find costard say guerdon remuneration course eliminate joke mar play regret criticize anybody else hard work arden second series edition reliable informative
165,B00000I9CK,4,,CDs_and_Vinyl,classic voice
166,B019GX54WU,5,,Automotive,get jeep kj liberty 2007 research first able easy modify fit
167,B00C1W77X8,5,,Grocery_and_Gourmet_Food,grandson wheat allergy search product taste good good try mouth feel tends tiny bit slimy chew like pastry nothing deter enjoy
168,B001DPFP88,5,,Appliances,consider wisdom spend lot money replacement part year old washer originally buy 400 one cheap part could see get one maybe lid switch motor coupling problem electrical part might want think get another top loader like amana stop carry store year
169,B0002THW4Q,3,,Clothing_Shoes_and_Jewelry,2 pair wear hole already
170,B000051123,5,3,Electronics,charge quickly let know want
171,B00006IARN,5,,Home_and_Kitchen,nice container great price
